Date,Source,Text
,PistonHeads,35 years into our egolf ownership i charge it 4 nights a week for the wifes commute and then sometimes at the weekend depending what we are doing i have never charged to anything less that 100 dont even know where the setting is always charged at home not noticed a single mile of range reduced in that time still will show 160 on a good day prior to that we had a fiat 500e exactly the same 100 charge never saw a drop in range over 3 years
,PistonHeads,i imagine that hybrids and phevs are generating a lot of data because they have smaller batteries and thus cycle them more often as well as running at higher power relative to the battery sizehybrids are also more controlled by the software the user has less control over charge and dischargefor some reason people dont discuss hybrids very much plugin or otherwise people who drive them seem to just say we like it works for uspartly i suspect because discussing their economy or battery range is so use case dependent
,PistonHeads,one needs well maybe doesnt need but there is another viewpoint to look fromim very much at the bottom end of ev buying and have previously owned a leaf 24 great car poor range but knew about it going in a leaf with 100 soh vs a leaf with 70 soh would make a huge difference to me when buyingif you are keeping your ev for a long timeand want to sell it easily for more moneythen do think about battery degradation i appreciate however the the leaf may not be a good example in terms of battery deg etc compared to other more modern evs
,PistonHeads,one needs well maybe doesnt need but there is another viewpoint to look fromim very much at the bottom end of ev buying and have previously owned a leaf 24 great car poor range but knew about it going in a leaf with 100 soh vs a leaf with 70 soh would make a huge difference to me when buyingif you are keeping your ev for a long timeand want to sell it easily for more moneythen do think about battery degradation i appreciate however the the leaf may not be a good example in terms of battery deg etc compared to other more modern evsthe earlier leafs did suffer quite considerable deg not just due to charging habits but the very basic cooling arrangement doesnt help then on top of quite high battery deg you start with a limited range to begin with so its not a great combomost longer range evs now have more sophisticated battery management preconditioning and smart and efficient temperature control via heat pumps which is why ten year old examples are between 5 at most up to around 10 down based on all the various factors that can influence battery lifeprobably why theres no cheap shed teslas knocking about yet theyre all still essentially working pretty much as they did the day they were new and no looming end in sight in terms of significant range reduction so far
,PistonHeads,one needs well maybe doesnt need but there is another viewpoint to look fromim very much at the bottom end of ev buying and have previously owned a leaf 24 great car poor range but knew about it going in a leaf with 100 soh vs a leaf with 70 soh would make a huge difference to me when buyingif you are keeping your ev for a long timeand want to sell it easily for more moneythen do think about battery degradation i appreciate however the the leaf may not be a good example in terms of battery deg etc compared to other more modern evsthe thing is when a leaf reaches 70 it seems likely to me that the degradation curve will get steepereach chargedrive cycle is now taking the battery lowerthe battery is also getting old in calendar yearsbecause the leaf has quite a small battery its something of an accelerated test which might tell us something about the prognosis for other carsbut an awful lot of people will still fancy them as a second car because loads of people do loads of short journeysthis makes the depreciation hard to predict imhoat some point a leaf you bought for 6k has to become nearly worthless without a new battery or at least hit a floor price where people will buy them change the battery and sell thembut will they go through a few years of being worth say 3k as a shopping cart with a 10 to 20 mile range firstwhat shape will the curve bethe curve will also change over time because numbers of 10 year old bevs are so low but increasing
,PistonHeads,one needs well maybe doesnt need but there is another viewpoint to look fromim very much at the bottom end of ev buying and have previously owned a leaf 24 great car poor range but knew about it going in a leaf with 100 soh vs a leaf with 70 soh would make a huge difference to me when buyingif you are keeping your ev for a long timeand want to sell it easily for more moneythen do think about battery degradation i appreciate however the the leaf may not be a good example in terms of battery deg etc compared to other more modern evsthe thing is when a leaf reaches 70 it seems likely to me that the degradation curve will get steepereach chargedrive cycle is now taking the battery lowerthe battery is also getting old in calendar yearsbecause the leaf has quite a small battery its something of an accelerated test which might tell us something about the prognosis for other carsbut an awful lot of people will still fancy them as a second car because loads of people do loads of short journeysthis makes the depreciation hard to predict imhoat some point a leaf you bought for 6k has to become nearly worthless without a new battery or at least hit a floor price where people will buy them change the battery and sell thembut will they go through a few years of being worth say 3k as a shopping cart with a 10 to 20 mile range firstwhat shape will the curve bethe curve will also change over time because numbers of 10 year old bevs are so low but increasingi agree with youi just wish id kept mine it was only around 55k 34 years ago try finding a non crasheduseless one for that now mentala pleasure to drive so cheap to run well equipped comfy spacious it was great but it couldnt hack doing slightly moreinvolved journeys much planning had to be doneand sometimes the plans didnt go to plan so i wobbled and sold it when i should have just kept it solely for the 2nd car commuting jobs at which it was excellent
,PistonHeads,data shows at 150000 miles of a tesla battery you may lose 5 of range at 57k miles our tesla battery is at 67 degredation its also now clear every single tesla pack made before 201415 is guaranteed to fail before the working life of the car though the issue is to do with poor contactor design than degredation tesla also software capped all older cars with slower charging rates and lower usable battery capacity to reduce their warranty exposuremodel 3 battery degredation is looking to be around 8 at 100k milesthere are some used evs around with horrific battery degredation 20
,PistonHeads,must admit i like cool cars rather than performance race cars so this maserati mexico would be in my lottery winning garage alongside myfacel vega hk500citroen smjaguar xk150 fhcmonteverdi 375liso grifoaustin healey 3000gordon keebleporsche 911 24sjaguar mkii 38just need to win the euromillions now
,PistonHeads,the bora was a lovely thing alright and incredibly rare even in period it beats its vw namesake by several miles ok here is that rarest of things an understated lamborghini actually the only understated lambo and the only one apart from the miura id be seend dead in anyway here tis the glorious 350tv the only understated lambo i think you may have forgotten the islero which was pretty much a rebodied 350gt 450gt it was also ferruccio lamborghinis favouritegreat choice though edited by p5bnij on saturday 19th march 1101
,PistonHeads,racecar not coolalso you turn up at a cars ncoffee in literally the worlds most expensive car i reckon youre definitely trying a wee bit too hard turns up in a ratty 4x4 panda and park it next to the ubiquitous gt4s and mclarens and youre a legend great shout that one i agree with you seeing something like a survivor renault 5 or a 205 is cooler but i just think i like survivor carshaving a supercar just means your a car nerd or far worst just showy off rich and have no idea about the car you have im a car nerd and i appreciate it but ive never been coolfor example i remember seeing a bugatti type 57sc atlantic a few years ago it was an amazing car but i knew what it was but i do wonder if the general public would just think he was a rich prik or just a really old car sometimes its hard to see things how nonpetrolheads see thingsi was chatting to some of the younger ones at work about cars a few weeks ago these are young graphic designers sales marketing people in their early to mid 20s i work in a completely different side of the company on the manufacturing engineering side of things they all seemed to like teslas were as i dont really like them that much but they would be the in crowdi think of electric car drivers as a bit like the old south park about hybrids and smug edited by noesph on saturday 19th march 0130edited by noesph on saturday 19th march 0132 love the bugatti what a design i have seen both surviving bugatti atlantiqueshere are some shots of the second one
,PistonHeads,the bora was a lovely thing alright and incredibly rare even in period it beats its vw namesake by several miles ok here is that rarest of things an understated lamborghini actually the only understated lambo and the only one apart from the miura id be seend dead in anyway here tis the glorious 350tv the only understated lambo i think you may have forgotten the islero which was pretty much a rebodied 350gt 450gt it was also ferruccio lamborghinis favouritegreat choice though mea culpa but it is testament to the isleros understatement that i had temporarily forgotten about it edited by p5bnij on saturday 19th march 1101
,PistonHeads,like an etype its proportionally challenged to my humble eye with a bonnet thats too long a 250lm is a better looking car imoas for coolest car ever its always been this for methat isnt even the coolest saab 900ive had about 40 of those but not nominating them as this thread is about the coolest car ever made a couple of my old skips
,PistonHeads,like an etype its proportionally challenged to my humble eye with a bonnet thats too long a 250lm is a better looking car imoas for coolest car ever its always been this for methat isnt even the coolest saab 900ive had about 40 of those but not nominating them as this thread is about the coolest car ever made a couple of my old skipssome going i think i had a dozen or so brilliant separate cars felt like nothing else
,PistonHeads,time to take back controlsome good points and suggestions made not all of which i agree with1 im not sure if a saloon or estate can ever stake a claim to be the coolest cars ever the 500e rs2 and lotus carlton are certainly petrolhead cool if you know what they are but to many theyre just an old mercaudivauxhall and if you have to explain to someone why theyre special then youve already lost quattroporte and am rapide possibly get the closest but then arguably there are cooler coupeconvertible stablemates saloons and estates also rarely achieve the values of their more desirable coupeconvertible counterparts2 hot hatches arent cool im a big fan and again the 147 gta is petrolhead cool but again you would probably have to explain to many why its special and there are cooler alfas the one possible exception is the mk1 golf gti and latterly the up gti possibly the mk1 golf gti was a big deal for vw everyone knows what it is and it mixed sports car performance with family car affordability and practicality when those attributes were largely mutually exclusive thats pretty cool3 the driver determines whether a car is cool or not cant a car be cool in its own right otherwise it only takes one uncool driver to make it uncool i would say a ferrari 250 gt california is a very cool car but chris evans owns one so does that make it uncool i agree though that mass adoption of a car by uncool people can make a cool car uncool think mk1 audi tt or mk1 range rover sport4 a cool driver can make any car cool i think that im possibly a generation too young to comprehend why steve mcqueen is the king of cool i have watched bullitt and le mans but i still dont quite get it could he really make a ssangyong rodius or a chrysler crossfire cool though5 good point on cool being spec sensitive especially with newer vehicles an old td5 defender with a bit of wellused patina is quite cool but if it has been lifted and pimped out urban spec then less so likewise a tastefully specced range rover is quite a cool car but easy to ruin if specced in white with 22 black wheels dark glass all round and red leather6 convertibles cant be cool i dont really get this i would say the coolest car ever probably is a coupe or convertible and certainly most prewar stuff were convertibles and in many cases the convertible version is the more desirable variant of many vehicles blower bentley sl pagoda 280 se convertible alfa spider duetto original fiat 124 spider ac cobra ds decapotable 356 speedster carrera gt even an og mustang convertible are all cool cars in my bookin my view the nonnegotiable cool cars are still the miura s1 etype fhc sl pagoda and original am vantage the classic unmodified defender mini cooper and type 2 bus are also iconic and cool even if they are flawed in many respectsthose cars are all quite identifiable but i also can get on board with the eyecatching but unadorned cars suggested where people would find them striking but not necessarily know what they are the fiat dino coupe is a good example of this the only downside being the fiat badge for somemy own experience with the type 2 was with a 1978 bay window that i rented for a long weekend travelling around the west country certainly not fast but it kept up with the traffic flow when you wound it up and i even managed to maintain 70mph on the motorway on the way back for a period of time it was surprisingly enjoyable to drive handling and riding quite well and easy to maintain momentum through the bends with excellent visibility the only downside being if you hit a steep hill it really struggled if i were to get one a sympathetic subaruporsche flat 4flat 6 or ev conversion would be a consideration to make it more useable but other than that i loved it and the overall experience maintained it as a cool car in my eyes
,PistonHeads,time to take back controlsome good points and suggestions made not all of which i agree with1 im not sure if a saloon or estate can ever stake a claim to be the coolest cars ever the 500e rs2 and lotus carlton are certainly petrolhead cool if you know what they are but to many theyre just an old mercaudivauxhall and if you have to explain to someone why theyre special then youve already lost quattroporte and am rapide possibly get the closest but then arguably there are cooler coupeconvertible stablemates saloons and estates also rarely achieve the values of their more desirable coupeconvertible counterparts2 hot hatches arent cool im a big fan and again the 147 gta is petrolhead cool but again you would probably have to explain to many why its special and there are cooler alfas the one possible exception is the mk1 golf gti and latterly the up gti possibly the mk1 golf gti was a big deal for vw everyone knows what it is and it mixed sports car performance with family car affordability and practicality when those attributes were largely mutually exclusive thats pretty cool3 the driver determines whether a car is cool or not cant a car be cool in its own right otherwise it only takes one uncool driver to make it uncool i would say a ferrari 250 gt california is a very cool car but chris evans owns one so does that make it uncool i agree though that mass adoption of a car by uncool people can make a cool car uncool think mk1 audi tt or mk1 range rover sport4 a cool driver can make any car cool i think that im possibly a generation too young to comprehend why steve mcqueen is the king of cool i have watched bullitt and le mans but i still dont quite get it could he really make a ssangyong rodius or a chrysler crossfire cool though5 good point on cool being spec sensitive especially with newer vehicles an old td5 defender with a bit of wellused patina is quite cool but if it has been lifted and pimped out urban spec then less so likewise a tastefully specced range rover is quite a cool car but easy to ruin if specced in white with 22 black wheels dark glass all round and red leather6 convertibles cant be cool i dont really get this i would say the coolest car ever probably is a coupe or convertible and certainly most prewar stuff were convertibles and in many cases the convertible version is the more desirable variant of many vehicles blower bentley sl pagoda 280 se convertible alfa spider duetto original fiat 124 spider ac cobra ds decapotable 356 speedster carrera gt even an og mustang convertible are all cool cars in my bookin my view the nonnegotiable cool cars are still the miura s1 etype fhc sl pagoda and original am vantage the classic unmodified defender mini cooper and type 2 bus are also iconic and cool even if they are flawed in many respectsthose cars are all quite identifiable but i also can get on board with the eyecatching but unadorned cars suggested where people would find them striking but not necessarily know what they are the fiat dino coupe is a good example of this the only downside being the fiat badge for somemy own experience with the type 2 was with a 1978 bay window that i rented for a long weekend travelling around the west country certainly not fast but it kept up with the traffic flow when you wound it up and i even managed to maintain 70mph on the motorway on the way back for a period of time it was surprisingly enjoyable to drive handling and riding quite well and easy to maintain momentum through the bends with excellent visibility the only downside being if you hit a steep hill it really struggled if i were to get one a sympathetic subaruporsche flat 4flat 6 or ev conversion would be a consideration to make it more useable but other than that i loved it and the overall experience maintained it as a cool car in my eyeschrist i thought i was at a will self lecture if you have such a prescribed idea why the fk did you ask the question
2023-03-01,PistonHeads,that is a sexy looking car and those wheels are just sublimei would be happy with the earlier prefacelift models as to me they look even more stealthme too a sombre 500e for me please preferably with the smallcheck sports cloth upholstery such a lovely car my all elderly performance mercedes have had loom issues by now my mechanic replaced my c36 loom by rebuilding the damaged bit its just wire was his approach but this and has been mentioned small consumables which need regular fettling are all part of the ownership experience i like the fact that theyre so subtle not an amg badge to be seen
2023-03-01,PistonHeads,i was nearly reduced to tears in 2012 one of the owners of the company i worked for had a mint 500e he knew i loved the car and if i had known what he was about to do i would have bought it off himhe swapped it for a second hand r56 mini cooper s
2023-03-01,PistonHeads,i was nearly reduced to tears in 2012 one of the owners of the company i worked for had a mint 500e he knew i loved the car and if i had known what he was about to do i would have bought it off himhe swapped it for a second hand r56 mini cooper s they just werent worth anything at the time
2023-03-01,PistonHeads,well done a daunting task way above my bodgit and scarper electrical knowledgesadly deterioration went unnoticed on my 320 coupe stlll here before damage resulted must be some 14 years ago now one of the coils shorted out which blew the ecu as well looking at something like a 3k bill for all new parts new wiring loom and coils fitted by my indy i managed to get the ecu repaired by the people on the isle of wightnote for you just in casethis was the 2nd e320 w124 blown ecu id had repaired first one a different issue the iow people repaired the first one fine not cheap though and clever clogs here thought he could get the 2nd one done cheaper elsewhere it got sent to both extreme sides of the country to no avail one cheeky blighter offered to bin it for me to save the return postage he was obviously after the rare parts withinkicked myself and sent it to the iow people who repaired it and 14 years later its running fine lessons learned as the politicians say at no cost to them one lesson being a clever looking website means the square root of sod allthanks for the headsup re the ecu i have replaced mine for some reason about 5 years ago the car suddenly stopped revving over 3000rpm i matched the serial number with one for sale on ebay from lithuania of all places it worked as the vendor promised it would and i was a happy bunny again
2023-03-01,PistonHeads,i still have mine bought new in 1991 via the formula 1 marketing programme run by gerd kramerit has been on sorn for a whilei seem to remember the 5l engine actually had more power than the 500sl version which i had but didnt keep because it had more space for a freer flowing inlet systemanyway it was my everyday car for 15 years and has clocked up 120k miles but i still start it and drive up and down my drive from time to time to keep everything freed upeverything still works one of my friends and excolleagues wants to buy it since he is a porsche enthusiast and has finished rebuilding a 911i have to get it mot and tax thought to keep my cherished plate i wish id known that before i would have moved it earlier it is a pita to do it now anyway mines claim to fame is it has been driven by michael schumacher
2023-03-01,PistonHeads,lovely pairclarkson on the z1and i know its pervy but there is no way a girl in a skirt can get in without flashing her knickers its a small point but an important oneyes i remember my sister taking one look at it and saying that although the deportment classes shed had at school had included instruction to the girls gels on how to get in and out of a lowslung sports car in a skirt without flashing their knickers the etiquette teacher had clearly never been faced with a z1
2023-03-01,PistonHeads,british personally i would god forward a handful of years and get the e39 m5 better in every way as a drivers car and about half the cost i am a little biasedfor me this e500 for me sits on the fence of being a useless car with current prices too valuable to be driven as daily and not fun enough to be driven for sake of it whilst not good looking or rare enough to become a museum piece show car it isnt a homologation special it doenst have a special engine it has an old slush auto box i will swim against the current here and say i have not interest in this car horses for coursesagreed 500e used to be a lovely thing at current valuations cant see the point for just the reasons you outline
2023-03-01,PistonHeads,wolands lovely pairclarkson on the z1and i know its pervy but there is no way a girl in a skirt can get in without flashing her knickers its a small point but an important oneyes i remember my sister taking one look at it and saying that although the deportment classes shed had at school had included instruction to the girls gels on how to get in and out of a lowslung sports car in a skirt without flashing their knickers the etiquette teacher had clearly never been faced with a z1this thread needs pictures
2023-03-01,PistonHeads,google clarkson and z1 he has a video in which he demonstrates the ease with which a charming female assistant can get in and out of several sports cars including the z1 and i think an elise clarkson had a yellow z1 that he bought for his wife
2023-03-01,PistonHeads,lovely big mb cars at the time such e500 was like a ferrari in a suit it was so fats that yes way way faster then what i drove around 1990 with cars mostly around 130hp wow lol those were the days fiat 130tc abarths and sorts like that compared to such sort cars they must have been very fast in my eyes at the time hahahwould i choose one back then i would like but boy oh boy that moneynow i think big and heavy but the weight seems not to crazy heavy i just saw on wikibut if i wanted big and fast and mb then i guess i could choose such v12 biturbo 620 hp mb forgot which types they came in a few models from mbanyways here the wiki page with build numbers e500500e also how many back then in the uk and so onhttpsenwikipediaorgwikimercedesbenz_500_e
2023-03-01,PistonHeads,i still have mine bought new in 1991 via the formula 1 marketing programme run by gerd kramerit has been on sorn for a whilei seem to remember the 5l engine actually had more power than the 500sl version which i had but didnt keep because it had more space for a freer flowing inlet systemanyway it was my everyday car for 15 years and has clocked up 120k miles but i still start it and drive up and down my drive from time to time to keep everything freed upeverything still works one of my friends and excolleagues wants to buy it since he is a porsche enthusiast and has finished rebuilding a 911i have to get it mot and tax thought to keep my cherished plate i wish id known that before i would have moved it earlier it is a pita to do it now anyway mines claim to fame is it has been driven by michael schumacheri met you once at silverstone when you were working on the mg le mans car and i remember you talking about your 500 nice to hear that you still have it
2023-03-01,PistonHeads,nicebut give me an early r129 500sl with the crisp sacco panels and flat leather door panels all day long spending three times as much or more on one of these is just a bit too contrarythey were a bit of esoteric fun when they were affordable at more recent fashionistafuelled valuations its all a bit of turn off and the early r129 sl is surely peak sacco this facelift w124 is well into the cost cutting eraim with youcan never understand the price difference given that so many elements are shared my own 95 sl500 even has the same ceginus evo ii alloys fitted to it when nearly new by the original owner who loved the exterior look of the mille miglia special edition but not the interior that i still think theyre fantastic carsas a q car its hard to think of anything better filling the brief
2023-03-01,PistonHeads,only noticed that the passenger mirror is a completely different size and shape narrower and more square compared to the drivers side wider and rectangular in shapesame with the ferrari enzosame with my 1989 mercedes 190e i couldnt live with lhd or an auto so it would be m5 for me every time
,PistonHeads,love these there were always several in alfa aid in maidenhead when i would take my gta in for servicewould love one but now out of price range
,PistonHeads,such an oddity i really cant believe anyone paid the new or used prices no mechanical upgrades over a 75 and a body which to me looks as if they started with something fairly handsome then melted it but then i guess it was meant to be a polarising design
,PistonHeads,id have one of these in a heartbeat the boxy exterior is glorious and the interior to my eyes at least is wonderful too its a dramatic illustration as well of how much cars have developed in the last few years as 200hp is now run of the mill but now with 40 mpg easily possible remarkable
,PistonHeads,the mad when i was quite young my parents explained to me what are called the facts of life when they had finished my to me one more thing if you see a car that you like and it has an alfaromeo badge on the front look at it admire it but do not buy ithis advice has stood me in good stead over the yearsthat was probably sensible from a prejudiced stance and then you missed out on the essense of what makes a car utterly compelling as a fun all immersive driving experience a bmw for example simply would not come close to offering the same level of excitement and pleasure of driving having owned three alfas my personal experience has been that none of them from 1975 gtv 155 twinspark and the 147 gta caused me any real trouble compared to my bmw 3 series which was not only a bore to drive but had more mechanical problems
,PistonHeads,i guess its a sign of my age but i really struggle to find value in cars like this i have always admired them but was never seriously interested at the 25k that good low milers used to be for years and years so 48k for a leggy one just doesnt appeal same goes for other late 20th century rarities i have bought and sold a few when values were much lower so paying 2 3 or even 4 times the price for the same experience nowadays is hard for me to justifyglad they exist and others are happy to pay these prices and maintain the cars for future generations though
,PistonHeads,ill have one of these and a 75 turbo evoluzione in my fantasy italian garage please ive been fascinated by the sz ever since it was first released and won rave reviews by quite a few journos for the driving experience
,PistonHeads,i cant decide if i like it or not theyre a very odd slightly awkward looking carive never liked the way it looks to be fair it looks like a 5 year old has designed itim not sure if that was deliberatethe plan by alfa though being left hand drive was always going to limit its appeal in the uk as well i thinkalthough my dad had a lhd 50 mustang for 10 years mostly without issuehe did moan about struggling to see that easily when overtaking stuff in it
,PistonHeads,stunning loved these ever since seeing them in the old amiga game supercars i didnt realise they were actually a real car until later and ive been smitten since theni very nearly bought one but went for a qf instead as i needed something i could drive every day that only lasted a monthi think i read on here that they share the same headlights as an f40 theres a pheader on here called jamie who has an rz i hope he pops up with some thoughts
,PistonHeads,i remember these when they came out and think ive only ever seen one on the road my thoughts were wow now i look at them and think vile
,PistonHeads,the mad when i was quite young my parents explained to me what are called the facts of life when they had finished my to me one more thing if you see a car that you like and it has an alfaromeo badge on the front look at it admire it but do not buy ithis advice has stood me in good stead over the yearsthat was probably sensible from a prejudiced stance and then you missed out on the essense of what makes a car utterly compelling as a fun all immersive driving experience a bmw for example simply would not come close to offering the same level of excitement and pleasure of driving having owned three alfas my personal experience has been that none of them from 1975 gtv 155 twinspark and the 147 gta caused me any real trouble compared to my bmw 3 series which was not only a bore to drive but had more mechanical problems ive had modern era bmw mercedes audipeugeot ford vauxhall hondamitsubishi subaru i now have alfa romeo nowhere near the most unreliable car ive ever had audi a5 by a mile if you are wondering
,PistonHeads,can i ask about ss and higher earners additional benefit i understand that between 100k and 125k of earnings for every 2 over 100k 1 is lost from personal allowance until the point that 125k allowance is fully eroded at 125k or there abouts when the personal allowance is lost you pay 20 on the 125k so 25k to pay in additional tax at 125kso if quoted a car that is net 500mnth upto 100k tusker not providing a net sum for sums above 100k at 125k is the sum as easy as the net amount of 500 mnth less 250012 208 so the actual net cost of car could to be 292mnth or have i got it wrongedited by durhamlandy1 on thursday 15th february 2232 my understanding is the easiest way to work out the net cost is take 62 from the monthly gross reduction quoted on the tusker quote summary and then add the bik this gives you the actual effect on take home paythats what i didthey typically show the net amount at 40 and 45 percentbut it is a higher rate in the 100125 rate equivalent of 62 per cent so use that1000 gross is equiv of 380 and then the bik to add to thati also assumed the cost of insurance and took that off as well to get the hire cost of the car
,PistonHeads,just make your own calculator take the gross amount and bang off 60 tax ni and whatever if any ni saving your employer passes on then plus bik
,PistonHeads,new to this thread apologies if this has been covered somewhere before but not time to go through all 68 pageshas anyone done a personal business lease then ss without going through one of the many expensive it seems schemes we are a small business just looking at one or two cars possibly dont need the extras that some seem to charge so i dont see why we cant lease direct from any lease company at a better rate then just do the adjustments on paye like we do with pension am i missing something unfortunately most info online seems to be from companies offering schemes which doesnt helpits worth checking out drive electric they offer a salary sacrifice scheme that compares very well to octopus and tusker and you can tailor the scheme to take only the bits you need things like early termination insurance can be droppedhttpswwwdriveelectriccoukbusinessservices
,PistonHeads,im going for the cheapest reasonable carnissan leaf 260 all inclusive mainttyresinsurance 3 years30k milesnot the best but seems to fit the bill will sell the 10 year old dieselassuming that the diesel would die in that time be worthless 5k now136 a monthinsurance say 40 a month dieselcall it 50 a monthman mathswife has a phev for cheap local petrol for longer tripsedf tariff 8p kwh 00000500edited by james6112 on tuesday 20th february 2245
,PistonHeads,so i got access to our portal this morning a large employer and it is with zenith 40 tax payervery underwhelmed with the cost of cars on there i am aware of the state of the electric car market and the lack of residuals will inevitably hit the costs of the lease market but it does seem incredibly steep very ordinary cars like the id3 and model 3 are north of 500 a month netdo company portals fluctuate in price in a similar manner to personal leases ie if cars drop on lease loco there is a chance they will drop on a sal sac portal tooi am in no rush and i know you should buy the deal not the car but i think i may have missed the boat on the 500600 ixs and the various eqsanyone seeing anything of interest
,PistonHeads,so i got access to our portal this morning a large employer and it is with zenith 40 tax payervery underwhelmed with the cost of cars on there i am aware of the state of the electric car market and the lack of residuals will inevitably hit the costs of the lease market but it does seem incredibly steep very ordinary cars like the id3 and model 3 are north of 500 a month netdo company portals fluctuate in price in a similar manner to personal leases ie if cars drop on lease loco there is a chance they will drop on a sal sac portal tooi am in no rush and i know you should buy the deal not the car but i think i may have missed the boat on the 500600 ixs and the various eqsanyone seeing anything of interest im with novuna and share your disappointment over the last 20 months ive been searching every couple of weeks and only found one bargain this was a volvo c40 at 678 gross for 3610k needless to say i ordered one and have been enjoying it for nearly a year nowi still keep a keen eye out to see and have seen zero bargains since then the eqs were very short lived and not available on every platform and not novuna and ive never seen the ix deal either but thenurghthankfully i have mine until apr 26 so in no rush i have noticed the ioniq 5 has reduced in price recently and about 700 gross on my scheme nothing else mind you
,PistonHeads,so i got access to our portal this morning a large employer and it is with zenith 40 tax payervery underwhelmed with the cost of cars on there i am aware of the state of the electric car market and the lack of residuals will inevitably hit the costs of the lease market but it does seem incredibly steep very ordinary cars like the id3 and model 3 are north of 500 a month netdo company portals fluctuate in price in a similar manner to personal leases ie if cars drop on lease loco there is a chance they will drop on a sal sac portal tooi am in no rush and i know you should buy the deal not the car but i think i may have missed the boat on the 500600 ixs and the various eqsanyone seeing anything of interest not sure how your portal works but if your specing the car from scratch it will cost more i saved about 260 a month by taking a stock car when they came in only choice i had was the colour happy with that to be honest that was with tusker
,PistonHeads,i had our new mercedes eqb delivered this week really happy with it considering id never seen sat in or driven one the man maths stacked up to get into something new when id scraped through winter in a damp frosted up 2005 seat leon usually with a dead battery when i had to pick up my daughter from after school club went for the 350 and it does haul its self around quickly for a 7 seater bus not particularly engaging though after the initial punch its effortlessly cruising along and theres not much to do no gears to change which is something that has taken a bit of time to get used towaiting to see the first pay cheque to make sure its not a scam
,PistonHeads,so i got access to our portal this morning a large employer and it is with zenith 40 tax payervery underwhelmed with the cost of cars on there i am aware of the state of the electric car market and the lack of residuals will inevitably hit the costs of the lease market but it does seem incredibly steep very ordinary cars like the id3 and model 3 are north of 500 a month netdo company portals fluctuate in price in a similar manner to personal leases ie if cars drop on lease loco there is a chance they will drop on a sal sac portal tooi am in no rush and i know you should buy the deal not the car but i think i may have missed the boat on the 500600 ixs and the various eqsanyone seeing anything of interest they definitely fluctuate on ours 18 months ago a taycan was 650 net and now is a few kid shy of 1400 assume its a mix of available deals residuals and insurance costs as they need to price it to cover all qualifying employeesafter a test drive i wasnt interested 18 months ago and im not interested now only decent deals are tesla model y and the mg hot hatch i wanted a fiat 500e or electric mini for mrs s rather than me but pcp or pch are massively cheaper i guess the only exception would be if you were young and insurance ran into thousands per year which was the main reason i had company cars in my 20s the year i ordered my first one the company car tax was less than half of my best insurance quote
2023-01-31,PistonHeads,theres over 100 honda e on autotrader and the cheapest is a 20 reg at 24k with its size and low range theyd need to be good because there are plenty of alternatives such as nissan leaf vw egolf and up and fiat 500e some even newer for under 20kyes those prices are still very high lots of dealers living in lala land with 30k listings
2023-01-31,PistonHeads,the honda e is an urban car not a mile muncher it works best in cities towns conurbations hence it has a small light batterynot for everyone but will work for some usage patterns casesedited by dobly on wednesday 1st february 0530
2023-01-31,PistonHeads,the honda e is an urban car not a mile muncher it works best in cities towns conurbations hence it has a small light batterynot for everyone but will work for some usage patternsyeah true when i was leasing a cheap 24kwh leaf as a third car for a city runabout it worked great for that reason but i think now the hondae is too expensive for its range which is presumably why honda are no longer making them i mean apart from the looks it would be far more sensible to leasebuy a cheap zoe which has nearly twice the battery size and works as both a city runabout and a normal car
2023-02-01,PistonHeads,honda are no longer making themas far as i can tell from honda japan they are still manufacturing the e their website quotes a 1 month lead time from order to delivery at presenthmmm im now not sureim sure i saw an article last year it was no longer in production looking on google the evdatabase says it is also out of production but as you say it is still available to order on the honda website but is that just old stock they are waiting to clear however that would also be a very short period of time for a major manufacturer to stop production so maybe that information from last year is wrong and the car is still being produced httpsevdatabaseorgukcar1171hondae
2023-02-01,PistonHeads,our e has been showing 70 odd miles of range but in the summer it was way over 100with us planning on using it to tow the caravan to botswana next summer this may be a problem oh hang onit is what it is a slightly silly citysecondcar ev makes no financial sense buying one if you just want an ev brilliant funky design suspension designed by someone who cared and expensive because of it comes with michelin ps4 from factory range is secondary to the widgets and screens and clever lights and retro feel brown seatbelts cant be cheap eitherit rattles occasionally and i worry about getting the blue paint fixed if it ever gets damaged but other than that its a fun ev to own and rare too it seems to be a conversation starter people are quite enthusiastic about it even more so when you show them the fish tank renault zoe would be the choice for the range anxious if youve only got one car but its boooooring we had a 24kw leaf and that was fine we had a 27kw soul and that was fine too pain in the arse started with trying to be too smart buying a tesla and thinking we could do long distances in it
2023-02-01,PistonHeads,its a very cult car concept and one that i thought would go down well in japan bmw are moving away from the i3 in favour of more bland main stream and i guess honda will do the samethe design isnt the problem with the e its the rangebattery sizeprice if it does get killed off or replaced with a plain looking ejazz it would be a shame but an ejazz would probably sell in the numbers they want for the ethat would be a jazze funkyinteresting cars dont sell and longer range is an issue for all the small evs
