Date,ID,Text
2020-10-07,ccpD3Xod_iQ,me
2020-10-08,ccpD3Xod_iQ,"hell yes ive bought my last ice car from here on it will be evs

i wouldnt buy this particular ev the id3 suits me better but that wasnt what you asked"
2020-10-08,ccpD3Xod_iQ,i can  feel the true happiness that u expressed  258for that mobile phone holding  practical  clever design love frm india 
2020-10-16,ccpD3Xod_iQ,robsmith1a im curious to know what sports car you bought  the zoe is a great car but pretty much everything is sportier i imagine
2020-10-16,ccpD3Xod_iQ,eoghanfla6343 i bought a mercedes slk 62 reg i like having the glass roof as well as it being convertible and it is pretty good looking to my eyes i know a lot of hard core petrolheads find it a little soft but each to his or her own
2020-11-27,ccpD3Xod_iQ,no costs far more than the petrol version and importantly charging times and availability of charging points is a dealbreaker for now  of course charging technology will improve although consider how queues build up at busy petrol stations then imagine how much worse it will be when each ecar needs at least 5 minutes to fuel up  charging over night at home doesnt sound viable for people living in flats or those without drivewaysgarages
2020-12-24,ccpD3Xod_iQ,"
                                                                            not   not   not          peugenot




"
2021-02-11,ccpD3Xod_iQ,me i should get my gt premium on 1st march cant wait
2021-02-11,ccpD3Xod_iQ,roger unwin people who buy this like me wouldnt buy a petrol or diesel version wed buy a different electric car
2021-10-16,ccpD3Xod_iQ,rory dont ask petrol heads stupid questions
2022-02-17,ccpD3Xod_iQ,roger unwin with petroldiesel and maintenance cost over the life of the car it would be much cheaper
2022-03-16,ccpD3Xod_iQ,couild i drive across europe id be worried about finding charging ports
2022-09-04,ccpD3Xod_iQ,im really liking this  yes i would definitely buy one the id3is too plasticy the model 3 too bland
2020-10-06,ccpD3Xod_iQ,may we get a auto trader in india plsssssssssssssss
2020-10-06,ccpD3Xod_iQ,why no autohold when it has electronic handbrake
2020-10-06,ccpD3Xod_iQ,rory you are probably one of the best automotive journalists out there mate keep rocking on mate peace from malaysia
2020-12-24,ccpD3Xod_iQ,"
                                                                            not   not   not          peugenot




"
2022-03-12,ccpD3Xod_iQ,nah he isnt
2020-10-06,ccpD3Xod_iQ,i want these in america o_o
2020-10-08,ccpD3Xod_iQ,unfortunately few americans do which is also why you dont get the id3
2020-10-08,ccpD3Xod_iQ,panzerkami2381 yeah the id3 is what i would actually make sense for me also depressed i cant get one haha
2020-10-06,ccpD3Xod_iQ,the only peugeot id buy is a 308 rc by factory and for interior id go with 508 pse
2020-10-06,ccpD3Xod_iQ,i really hope you try new ducati superleggera i want to see you what think about it and your react  it will be 100 fun to watch you  do it 
2020-10-06,ccpD3Xod_iQ,i really do like these peugeot and volkswagen suvs im getting sick and tired of these tesla fanboys
2020-10-06,ccpD3Xod_iQ,im already tired of em
2020-10-06,ccpD3Xod_iQ,mastern well yeah ive been tired a long time lol
2020-10-08,ccpD3Xod_iQ,agreed they are especially silly when you consider that their hero elon himself has said that he welcomes competition since he knows that tesla cant possibly electrify the entire car industry in spite of this you seem to have more comments from angry tesla fans than from the regular evhating trolls under most ev reviews
2020-10-06,ccpD3Xod_iQ,peugeot are killing it with the new design language
2020-10-06,ccpD3Xod_iQ,theyve always designed beautifully designed cars but this is even more beautifully crafted and designed the ford puma is just a mish mash of a jaguar e pace and a kia sportage this is just original and beautifully designed
2020-10-06,ccpD3Xod_iQ,it wont age well
2020-10-06,ccpD3Xod_iQ,yes i was just saying the same thing the other day
2020-10-06,ccpD3Xod_iQ,jymahjames maybe against a bmw or honda its less reliable yes but its still more reliable than the ford or renault options
2020-10-06,ccpD3Xod_iQ,yea especially the 208 and 508 look amazing
2020-10-06,ccpD3Xod_iQ,sneaky_krait agreed
2020-10-15,ccpD3Xod_iQ,jymahjames still will age better that a civic
2020-12-24,ccpD3Xod_iQ,"
                                                                            not   not   not          peugenot




"
2020-10-06,ccpD3Xod_iQ,first
2024-04-25,LWc9g7to9F0,was going to subscribe but the fact you push evs has put me off completely ev sales have collapsed because people have become aware of all the pit falls of them
2024-04-26,LWc9g7to9F0,thanks for the comment
2024-02-05,LWc9g7to9F0,lets hope the problems with onboard chargers in the e208 are fixed in the latest facelift not sure if the e2008 had the same issues
2024-02-06,LWc9g7to9F0,what was the problem
2024-02-06,LWc9g7to9F0,nevoevreviewireland lots of reports of onboard chargers needing to be replaced on corsae and e208
2024-01-28,LWc9g7to9F0,this is a beautiful new design i love it and will sure buy it l however the delivery time is around 3 months and that is quite long for me 
2024-02-06,LWc9g7to9F0,thanks for the info surprised its so long
2024-07-15,LWc9g7to9F0,thats a short wait some cars are over 6 months
2024-01-24,LWc9g7to9F0,thanks great review im getting my new e2008 end january in grey  looking forward to it your review spot on im getting the gt  thanks again
2024-02-06,LWc9g7to9F0,thanks tony safe travels
2024-04-26,LWc9g7to9F0,just wondering if you got your car and how you fid it so far im looking to get an ev one
2024-01-21,LWc9g7to9F0,i watched this review and headed off to test drive a 2008 this review failed to mention the badly compromised driving position of this car for a taller driver im around the same height and build as derek 188cm and there was no combination of steeringseat adjustments whereby i could see the driver display and avoid my knees hitting the steering column its an atrocious piece of design engineering in terms of ergonomics and functionality after an hour at peugeot it turned out that i cant comfortably fit in any peugeot model with a digit lower than 5 5008 and 508 were fine
2024-01-21,LWc9g7to9F0,thanks for the comment peter i always mention the steering wheeli cockpit viewing issues but not as much on this one apologise sorry to hear it doesnt work for you maybe the e3008
2024-01-21,LWc9g7to9F0,nevoevreviewirelandno problem derek i enjoy your reviews i just felt this was worth mentioning in relation to the 2082008 i would need a 5085008 to be comfortable with the peugeot cockpit set up
2024-01-18,LWc9g7to9F0,i think peugeot  stellantis are doing a fantastic job at building solid great looking cars and transitioning their fleet onto the new stla platforms well clearly see big range improvements with every technical facelift and new generation so i wonder who the today new 2008 and 308 will hold up in 10 years time
2024-02-06,LWc9g7to9F0,only time will tell
2024-01-09,LWc9g7to9F0,lovely car the problem for peugeot and renault is the price they cannot compete with the likes of mg or byd that give you so much more for lower prices smallish battery
2024-01-13,LWc9g7to9F0,i wonder will we see price adjustments
2024-01-14,LWc9g7to9F0,only time will tellnevoevreviewireland
2024-01-15,LWc9g7to9F0,the chinese government pays byd to build cars even without having customers to buy them they do this in order to get the market share it is virtually impossible to compete against this
2024-02-05,LWc9g7to9F0,wait for the offers to appear they are still inflating ev prices to protect ice sales perhaps i have no evidence for that though of course
2024-01-08,LWc9g7to9F0,informative video thanks
2024-01-09,LWc9g7to9F0,glad it was helpful
2024-01-09,LWc9g7to9F0,nevoevreviewirelandgoing to have to start measuring steering wheels now 
2024-01-07,LWc9g7to9F0,we have a 208 ev 2022 in ireland and it went in for the 15000km service and the dealer rang and wanted 80 for a pollen filter when i told them i have a service plan with the car the attitude changed then at 22000km we had to get the windscreen replace due to a large stone chip and when i went back to collect the car i was told that they cant calibrate the camera that there might be something wrong with the windscreen so i rang the crowd that put the windscreen and they told me to come in to them which is an hours drive and guess what they calibrated the camera in 20 minutes now the issue is the dealer handed back the car to a customer with some of the safety features not working thats not good and finally the car went in for the 30000km service and on the way home the service light came on so i checked the pollen filter and it wasnt changed thats some service from peugeot my guess is the car wasnt serviced they just stamped the book i made 2 complaints to peugeot ireland and nothing was done so we are finished with peugeot and we are finished with electric one filter to change and they couldnt even do that
2024-01-08,LWc9g7to9F0,not good for a brand that is trying to go premium anf put it up to the big three german premium brands i heard someone call peugeot mid premium but not doing themselves any favours with service like that
2024-01-08,LWc9g7to9F0,thats terrible i have a good dealer in the uk who has been excellent sounds like you just have a bad dealer on that one  the car itself is great
2024-01-08,LWc9g7to9F0,isuperted yeah the car has been perfect not 1 issue i know some dealers are not great but surely peugeot ireland should have done something its there loss
2024-01-09,LWc9g7to9F0,to think that as a customer you werent worth the price of a pollen filter overpriced filter too crap after service can completely turn someone against a brand such bad business practice good riddance to them whoever they were
2024-01-09,LWc9g7to9F0,richardwallace2458 what pisses me off is that we have a 3 year service plan with the car so we have payed for the services and they are getting the pollen filter for free because we have payed for it i can get a bosch pollen filter online for 20 for the car shocking treatment
2024-01-13,LWc9g7to9F0,sorry to hear this mick
2024-01-07,LWc9g7to9F0,love the wheels on the gt model
2024-01-13,LWc9g7to9F0,me too
2024-01-07,LWc9g7to9F0,"citroen ec4 was the one you missed 

nice car but better available at this gt price point"
2024-01-13,LWc9g7to9F0,how could i miss it 
2024-01-13,LWc9g7to9F0,lots of competition for sure
2024-01-07,LWc9g7to9F0,"nice looking but not a dedicated ev  still it should sell well  still trying to come to terms with the small steering wheel

thanks
des"
2024-01-13,LWc9g7to9F0,its definitely on the smaller side
2024-01-07,LWc9g7to9F0,its a nice car
2024-01-07,LWc9g7to9F0,i like it too
2024-01-07,LWc9g7to9F0,"xiaomis first ev the su7 has 800 km range and better adas than tesla

the electric viking"
2024-01-07,LWc9g7to9F0,looking forward to seeing it
2024-01-08,LWc9g7to9F0,no way thats gonna have the range with the same battery size
2024-01-07,LWc9g7to9F0,hello mate
2024-01-07,LWc9g7to9F0,evening
2020-11-17,8J8pcx7GUr4,"like if range is important to you  share if you think car makers should make evs from the ground up

the peugeot e2008 certainly looks the part but how does it compare to the other compact suv electric cars on the market its beautifully made and easy to drive but for a car with a usable battery of 45kwh you might expect a better real world range than this offers the inside is comfortable and it has a decent boot but it lacks a reversing camera and has some quirky internal lights that look flashy but are a bit distracting the e2008 is a decent effort but in an increasingly crowded market for compact suvs does it do enough you tell us

fully charged is 100 independent thanks to youtube memberships and patreons without you this channel wouldnt be possible if youd like to help support the fully charged channel and its mission

become a patreon httpswwwpatreoncomfullychargedshow

become a youtube member use join button above
subscribe to fully charged  the fully charged plus channels 
buy the fully charged guide to electric vehicles  clean energy  httpsbuffly2gybgt0

browse the fully charged store httpsshopfullychargedshow

visit our live exhibitions in the uk usa  europe httpsfullychargedshowevents


subscribe for episode alerts and the fully charged newsletter httpsfullychargedshowzapsignup

visit httpsfullychargedshow

find us on twitter httpstwittercomfullychargedshw

follow us on instagram httpsinstagramcomfullychargedshow


timestamps
000 introduction
050 another compact suv
250 a good looking car
344 dont dither get the electric
539 comfortable inside
556 distracting lights
649 inaccurate range stats
734 peculiar software quirks
840 where is the trip meter
918 speed stats
1034 nice big boot
1117 no reversing camera
1152 gt features come at a price
1313 flashy but lacking range
1348 charging demo
1552 not blown away
1614 lean factor
1740 fossil fuel hangover
1820 dont love it dont hate it
1838 subscribe support join"
2020-11-17,8J8pcx7GUr4,"as a peugeot salesman im confused as to the spec you have been given the allure does not have a camera but the gt line should have you dont have to go to gt to get a camera

looking at the model you have it is a gt line with options it has not got the alcantara interior but it does have the panoramic roof

real life range should be about 180 from personal experience in town but maybe a lot less on motorways also peugeot marketing has been using the wltp of 190200 not the nedc

the ambient lights colour can be changed and also lowered or turned off completely

there is a button on the end of the wiper stalk to show you your trips including mile per kwh 

love the vids and i would love to answer any questions you might have as someone who is actually dealing with these models on a daily basis its a shame that it just arrived and a peugeot rep didnt run through some of the controls and features with you things like the trip meter is something i would have shown you within the showroom let alone when you actually drive the car"
2020-11-17,8J8pcx7GUr4,1818joe thanks for that response joe and i cannot tell you the frustration level of knowing how to view the trip meter gggnnnn it is also part of the problem of not having the car for longer and also not doing enough research my fail but all that aside i genuinely loved the car
2020-11-17,8J8pcx7GUr4,ive had this now for a month have had consistently  193miles on the range meter
2020-11-17,8J8pcx7GUr4,our range has been averaging 170180 miles after about 1000 miles of normal not particularly careful driving including plenty of motorways
2020-11-17,8J8pcx7GUr4,1818joe my thoughts entirely i have a 3008 gt line which i love but i have front and rear cameras front is an option and the focal sound system  i want the e3008 please
2020-11-17,8J8pcx7GUr4,when they built the first cars and tanks they had reins because the horse mentality was so strong
2020-11-17,8J8pcx7GUr4,robert have you forgotten about bmw i3 which was completely different vehicle by bmw and the chevrolet bolt
2020-11-17,8J8pcx7GUr4,tucdh4df im impressed by that weve not come close to that yet what sort of driving and any tips to max the range
2020-11-18,8J8pcx7GUr4,"400  290whmile is more like 345 mkwh which gives a range of only 155 miles if useable battery is 45kwh 
edit and you confirmed the calculated 155 mile range later in the video
thanks for the review "
2020-11-18,8J8pcx7GUr4,lean factor reallly
2020-12-10,8J8pcx7GUr4,i love fully charged and the channel has been a big support  in helping me buy my first ev however this is sloppy journalism as most of roberts complaints about the e2008 are just factually wrong as robert has now admitted he didnt do his research properly or bother to work out the controls on the car therefore this is a bit harsh on peugeot and i do feel fully charged need to correct or redo this video but accurately and fairly this time
2021-03-01,8J8pcx7GUr4,"hi bobby i think its worth reminding people watching on these reviews that the cars built on the same platforms as ice cars are always less efficient than native evs eg leaf teslas zoe and hence youre going to pay the same price for whats a manufacturers first attempt also which is more energyhungry and prolongs the manufacture of the combined iceev platforms as you could be paying for a fully sorted ev 

if sustainability and efficiency is the goal i think theres enough choice on the market now to push people towards the native evs over retrofit evs like this much like fully charged used to encourage people to simply buy bevs over hybrids and rangeextenders  from a long suffering ev and battery engineer"
2024-06-29,8J8pcx7GUr4,what does it cost to go a charging station in the city to fully charge the battery from near 0
2024-05-08,8J8pcx7GUr4,this has just dropped 25000aud in price in australia at least making it one of the cheapest cars on the market its low enough to make it possible for me but after watching review after review and looking at the specs i just cant see the value even at that price poor range average performance ice chassis no reversing cameras and it cant even tow a trailer the byd atto 3 may not have the name but it sure has the features  guess im waiting for the next crop to hit our shores and hopefully the prices keep the downward trajectory
2024-02-12,8J8pcx7GUr4,i bought this nightmare of a car cental locking broke heater broke gearbox broke air con broke in all under a year and it only does 50 of stated range dont touch dont buy walk away avoid dont waste your money stick with ice carbut not a peugeot car ever
2024-02-01,8J8pcx7GUr4,jesus someone get that bloke some ketchup for the chip on his shoulder
2024-01-25,8J8pcx7GUr4,fab review
2023-12-10,8J8pcx7GUr4,i think people who get really low range on these cars is due to driving them fast and putting the heater or ac  on a lot
2023-10-04,8J8pcx7GUr4,pretty likely the replacement for my egolf
2023-05-08,8J8pcx7GUr4,good car but poor range not worth it considering the price difference the petrol is better for now
2023-04-30,8J8pcx7GUr4,so you charged it absolutely full and it said 130 miles but then after driving it many miles you say you have 124 miles left as a reviewer no as any car owner you should know the number on the display is calculated in several ways and depends massively on the way you drive it and where you drive it city or motorway so you shouldnt be pointing out only 130 miles instead of the projected 267 miles on the nedc standard which nobody uses everybody uses the wltp standard before youve actually driven it point is if you are looking to find negatives you will find them whether they are relevant and real or not this car isnt perfect but the perfect car will never be made so point out the faults but dont complain as if the car is rubbish because it has faults as that is how it comes over to me
2023-04-30,8J8pcx7GUr4,i know where youre going with its built for a combustion engine but theyve adapted it for an electric motor but if the design is nice is it really necessary for the car to scream out im an ev and what should that be then the front window on top of the front bumper so people would know there cant be a combustion engine there nothing wrong with having the car look like a car in my opinion the only thing not enough manufacturers do is take advantage of the extra available space in the frunk but that supposedly is partly because its harder expensive to fit in frunks and pass crash tests at least thats an explanation i heard from a smart executive who explained why theres only a tiny 15l frunk in the smart 1 and to come back to my first point the old tiny smart cars hardly had an engine compartment and they never became a success partly because they just looked weird to many people so now smart has changed directions and their new car although an ev looks like a car instead of a box on wheels
2023-04-22,8J8pcx7GUr4,how would this do for a family of 4 with a 4 and a 6 year old
2023-04-17,8J8pcx7GUr4,you could drive a solar powered car at 20 miles an hour all day long and it would be more energy efficient than a freaking candle but i still couldnt care less so your mpg to kwhkm comparison means nothing to me to be honest i drive a diesel with a 45l fuel tank and get 1000 kilometers of range out of it and fill up after around 800kms for conveniences sake and theres not really any chance in hell id consider making the switch to a car that i have to plug in every day drive 1 hour to my office and have to plug it in there again just so i can turn on the ac on my way back with some peace of mind
2023-04-18,8J8pcx7GUr4,"just try to imagine how many comments weve received almost word for word the same as this one you posted 
do you think anyone is interested in how far you can drive in a clunking dirty inefficient dated and incredibly dull old diesel
a machine that requires this country to import toxic expensive heavily subsidised fossil fuel from the most corrupt and corrupting regimes in the history of humanity
but forget all that if it means you can drive 1000 km without stopping while you leave a trail of genuinely poisonous gas behind you then screw everyone else you can drive a long way and fill up quickly oh silly me surely that is the single most important technical achievement the human race has ever achieved
never ever think outside your narrow blinkered little world at the impact your actions have on the rest of the population screw them all they dont matter as long as you can drive 1000 km non stop every freaking day then you just carry on sunshine no one gives a stuff bye"
2024-05-08,8J8pcx7GUr4,fullychargedshow i love this reply truer words never spoken
2023-03-20,8J8pcx7GUr4,"i have a had a e2008 since the beginning of march  i have not reset the trip since i got it and it am averaging 43mikwh over 400 miles of rural and town driving  highest temperature has been 9 degrees c

i believe i will get much better results in the summer"
2023-03-03,8J8pcx7GUr4,you can access and reset the trip meter pushing the top button of the right lever 
2023-01-20,8J8pcx7GUr4,we dont all want strip down we dont all want teslasmaybe some of us still want a transition vehicle
2022-12-11,8J8pcx7GUr4,"i just had one of these as a loaner while my diesel car was in for a service i have to say i thoroughly enjoyed driving it so much so that i just drove aimlessly around for a while just to experience it some more i liked the smooth linear power delivery and of course how quiet it was some have mentioned intrusive road noise but i didnt find it intrusive at all it rode quietly and smoothly and i drove over some very rough roads space inside was ok too im 6 and i found the space in the back seat behind me was more than adequate 
i did find visibility a little restrictive though the rear view mirror because of the sharply raked windscreen was half way down the windscreen and blocked a lot of the view to the left also i found judging the near side a bit tricky due to the high bonnet line so squeezing through narrow gaps in traffic was a little tricky at first but i quickly go used to it 
i also liked all the high tech in the car such as sat nav apple and google play reverse camera inductive charging for smart phones etc you couldnt ask for anything more
as for range i got it fully charged and in eco mode it had a range of 192 miles this went down to about 170 miles in normal and 150 i think it was in sport mode i found eco mode a bit sluggish and the accelerator required a fair push to get moving along nicely also heatingair con was restricted in this mode too normal and sport were more like an ice car and it was these modes i used most when i took it back eco mode was showing a range left as 100 miles i hadnt done 92 miles only about 50 but i had used normal and sport modes a lot and had the heating on so that must have been where the extra charge was used
to sum up i was quite impressed with this looks bigger than what it is little car and seriously considered considered getting one until i discovered the price the spec i had was a new allure premiumgt with just 300 miles on the clock it retailed at a fraction below 40000 thats a hefty price to pay for an electric motor and some lithium batteries i thought im still considering though  mainly to use locally which is most of my driving anyway and also because the tech intrigues me
this all electric car is not something to use if youre doing lots of motorway miles but they are a great city car and 95 or more of us do drive mostly locally as we all know they have no exhaust so dont pollute locally or wherever youre driving they simply move the pollution elsewhere ie the power station where the pollution can be dealt with in one place with various filters etc which is a big plus i think"
2022-11-20,8J8pcx7GUr4,we are currently renting one of these and as much as i think its a lovely car i am utterly confused by the milage we are getting  we are getting about 60miles on a full charge  yes after charge it says 160miles but as we start on a journey with it in eco mode and driving carefully with the meter constantly in eco boom the range drops like a stone  id love anyone to give us an idea of what we are doing wrong to get such poor performance as as car i love it
2022-09-14,8J8pcx7GUr4,the names are bit of a turn off many people would assume that the car is 14 years old based on that name and then youve got the e308 which makes even less sense
2022-06-30,8J8pcx7GUr4,what a shock a french designed car that has weird and inexplicable and annoying design features
2022-05-15,8J8pcx7GUr4,909 i am from russia thanks for advice
2022-05-10,8J8pcx7GUr4,is this the man from mythbusters
2022-04-17,8J8pcx7GUr4,the fact the car looks like a car was reason why i chose this one i massively dislike the general ev designs eqsclass mercedes one of the most horrible ones but id3 id4 too horror 
2022-04-04,8J8pcx7GUr4,as this and the mokka are basically the same car which would you prefer
2022-03-26,8J8pcx7GUr4,but distance and weather exists so here in sweden this winter the snow and the cold came fast stucked on the roads where foreign trucks with no winter tyres and electric cars
2022-03-26,8J8pcx7GUr4,ehhh or should everyone do that not consider distance climate charging places sorry that is retarded
2022-02-21,8J8pcx7GUr4,ive got this on lease for 2 years 280 a month with a 2500 deposit and its amazing
2022-02-04,8J8pcx7GUr4,would love to go electric but e2008 30000 ish  vs petrol 20000 ish for every day workers its petrol all the way electric cars way over priced for me
2022-01-24,8J8pcx7GUr4,110  perfect muttleys laugh 
2022-01-12,8J8pcx7GUr4,they are getting cheaper good and it is nice to lean on
2022-01-12,8J8pcx7GUr4,i have always had a liking for peugeot that looks cool no reversing camera because you can actually see out of the rear window
2021-11-18,8J8pcx7GUr4,this was an excellent review its one of the first reviews that was honest and to the point
2021-10-25,8J8pcx7GUr4,i am a fully charged fan and also like mr llewelyn but this is both at their worst an underresearched review thats overwhelmed by the rantfest about nondedicated ev vehicle architecture suvs in general legacy manufacturers ev pricing models etc mainly  valid criticisms but this was supposed to be a car review and somewhere an editor  director should have been doing both and either wasnt or was overruled the car review element of this was underwhelming
2021-10-02,8J8pcx7GUr4,that is the best honest review of this car ive seen thank you
2021-09-18,8J8pcx7GUr4,i like this one one except the bad range so many e cars are ugly like tesla 3
2021-08-31,8J8pcx7GUr4,"core design by sensible engineers ruined in many basic aspects by fashion obsessed designers
form wins out over functionagain
fail"
2021-07-08,8J8pcx7GUr4,so another equivalence is that this car has a 1 ½ gallon fuel tank approximately and depending on outside temperature that will take you 130 miles buildings evs for the sake of it is undermining the whole idea of sustainable transport
2021-07-07,8J8pcx7GUr4,whats under the hud 
2021-06-27,8J8pcx7GUr4,have you ever considered using your indicators
2021-06-22,8J8pcx7GUr4,"i currently have a kia niro phev  but changing soon  dont know whether to go for a e2008 or another niro 
can get the gt premium model  for the same monthly cost as the eniro 2 trim level with the 64kw battery which equates to about 100 miles extra range for the same price
e2008  looks a lot better than the niro though 
basically comes down to looks vs extra range"
2021-06-14,8J8pcx7GUr4,one nice feature of this car is the really quiet cabin it is quieter than the taycan remarkable for its price range
2021-06-13,8J8pcx7GUr4,i own this car an get 190 miles of range
2021-05-25,8J8pcx7GUr4,it is the only ev i have found today with a usable ground clearance  the range is fine and a bigger battery would need to be lower making the car heavy and pretty useless where i live
2021-05-12,8J8pcx7GUr4,the fact he couldnt work out how to dim the interior led mood light just tells me he done a shit review 
2021-04-18,8J8pcx7GUr4,how often does the software get updated can this be done automatically or does it need to visit the garage
2021-04-10,8J8pcx7GUr4,i normally like this channel but this one one of the worst videos youve made firstly not being able to find the trip meter when its just a simple button press second all trims above the alora trims have a reversing camera and third all of the psa group cars citron vauxhall et cetera have a complete range as the electric equivalents so all trim levels are made in the electrical lamps
2021-04-07,8J8pcx7GUr4,well for me the fact that the e2008 is still a normal car i a quality it as a normal interior i do not like the cars that are like coming from an other dimension i hate cars whiteout knobs yes i want knobs is that too much asking
2021-03-29,8J8pcx7GUr4,"130 miles on a full charge thats terrible 
long live kia  hyundai large battery cars with 280 miles
i cant say im impressed with the 2008e robert
my number one choice would be the esoul for price  range  speed  standard equipment  safety features it is a winner
great review though robert great channel
greetings from cumbria
stay safe and well"
2021-03-25,8J8pcx7GUr4,take some shit version for test you can take better optioned 2008 abd it comes with camera and all kinds of tech 
2021-03-23,8J8pcx7GUr4,my 10 year old focus can drive over 559 miles on one tank of gas how far can the e2008 go
2021-03-21,8J8pcx7GUr4,these ev need to hit 250 miles real world  before i bite
2021-03-16,8J8pcx7GUr4,i love this car
2021-03-10,8J8pcx7GUr4,i love the way robert hates ice cars i do too
2021-03-10,8J8pcx7GUr4,electric cars are great  eficient and clean but peugeot has something extra  a cool design what more do you want from a car
2021-03-10,8J8pcx7GUr4,nice channel questionable presenter shame
2021-02-25,8J8pcx7GUr4,"yeah evs are are on the march global pr media army is doing its best to persuade people how evs are the next best thing after fire and maybe hot water but in reviews like this is i miss more balanced views for example many of us think evs are really soulless and dull vehicles when driving is considered driving an ev for me is like driving a car in a computer game much too often very soft and lukewarm on general feedback from road brakes or steering wheel booooring i also wonder if mr robert is really satisfied with countless waiting hours needing for battery to refill ok he uses fast chargers and drives these cars on automotive companies cost so it is easy to understand his enthusiasm but what if he was just a common user who would drive only his nissan leaf of first generation would he still be so enthusiastic with slow charging and slow driving on highways managing cables every time he stop somewhere or paying a very high price for such a car yes yes i can hear you saying yeah let them doubters drive conventional vehicles and pay a lot for gasoline service etc  but if this ytb channel and everyone else lookalike were sincerelly objective and de facto independent from the car industry we would have witnessed a completely different or at least a more balanced presentation of these vehicles 
for example why dont we see proper comparisons and calculations with conventional vehicles of the same class andor price which in addition to always present battery range and acceleration to 100 kmh would also include top speeds waiting times for rechargingrefueling maybe expressed also in financial terms comparisons in speed averages how many evs do we see driving above 120 kmh on highways gasoline  electricity costs and most important price comparisons namely prices of evs are so excessive even if we take into account high price of batteries or savings compared to drivingowning conventional vehicles that up to eur 40000 evs are not very competitive and i did not take into account driving pleasures fast refueling times or cost of purchase and ownership divided on a longer period of time with conventional options fortunately despite the global pr media offensive we as users still have a freedom of choice and right now both mr robert and i in different parts of the world are enjoying themselves behind the steering wheel even if they are completely different"
2021-02-18,8J8pcx7GUr4,i test drove one of these  my wife liked it  reason for not buying  i had to duck to see left as the rear view mirror is stuck half way down the windscreen  ok im over 6 foot tall but still did the oompa loompas design this
2021-02-16,8J8pcx7GUr4,ooh not sure the cops will like seeing you driving with no hands on the steering wheel lol
2021-02-15,8J8pcx7GUr4,dad got a peugeot 4008 hybrid a while back and its quite lovely for what it is i love the smaller steering wheel very elegant and easy to use when i get back into the skoda the normal steering wheel looks absolutely gigantic i look forwards to the next generation of these cars a proper ev from peugeot would be very interesting
2021-02-11,8J8pcx7GUr4,i stopped watching when you said the petrol versions were appalling the 3 cylinder 12 petrol engines in this car are brilliant the rest of the car is the same and i like the fact it isnt an electric car but a converted fossil fuel car why do people assume that because i want an electric car i want it to be obvious my e2008 gt premium is arriving on 1st march and i cant wait
2021-02-01,8J8pcx7GUr4,we dont all want evs that look different to the ice versions robert some of us want a car that looks like a normal car but happens to run on batteries far too many evs try to look different and frankly they look downright ugly as a result compare the new skoda enyaq and in particular the interior to the vw id4 the former is lovely the latter looks like a toy skoda are now showing vw how to design an ev interior
2021-01-29,8J8pcx7GUr4,in regard to range do i have found that it appears to increase as the battery gets up to temperature through use
2021-01-19,8J8pcx7GUr4,front bumper of todays cars are too big electric suvs dont have radiators so what is the point of a huge front bumper this suv needs more ground clearance 20cm atleast i want to see a real off road ev
2021-01-16,8J8pcx7GUr4,"waiting for a different designer to make an electric car not like a petrol carthe bmw i3 robert
8 years old designed and engineered for electric nothings been built like it since and it still looks more futuristic and fresh than any other wheels in each corner short blunt overhangs crf tub ultra lightweight its brilliant shame no ones had the gumption except vw now with the id3 to do one teslas are 3 box design"
2021-01-15,8J8pcx7GUr4,"ok get the electric version as its much much better but is it much much more expensive id love an ev but until i can get one for 25k on the road i wont well keep our 15 year old 4wd

just looked up prices e208 starts from 26k pounds diesel petrol from 15k pounds  

so you can buy another car with the difference

i love evs and desperately want one but why do manufacturers keep making them over priced i know batteries are just too expensive right now 

thats why they add all the luxury trimmings which cost next to nothing but gives more perceived value"
2021-01-15,8J8pcx7GUr4,according to the peugeot website all except the entry level model come with a reversing camera as standard
2020-12-24,8J8pcx7GUr4,great looking car but the price difference between petrol and electric is circa 12000 thats enough for 90000 miles of spirited driving the electric version needs to be closer in price
2020-12-22,8J8pcx7GUr4,id like to know how much it costs to charge one of these things when i fill my 2010 honda crv which will be my last ice car it costs about 55 good for about 450 miles or so the financial angle is important to a lot of people
2020-12-22,8J8pcx7GUr4,"okay heres a quick breakdown of how much 450 miles can cost in an electric car
if the car does around 4 miles to the kilowatt hour the peugeot e2008 would manage that for 9 months of the year in the uk and you charge at night on an off peak tariff i pay 5p per kwh overnight then its going to cost just over a penny a mile
450 miles would be in the 5550 range
if you charge on daytime tariff say 15p per kwh that would cost about 1650 for 450 miles
if you only used rapid chargers 24p per kwh then it would set you back about 28 for 450 miles
then the most expensive electricity you can buy is from ionity chargers they are very fast and they charge 69p per kwh
this means 450 miles would cost 77 so yes it is possible to pay more for electricity than it is for fuel
but one final point if you get an ionity card then you only pay 8 per charging session regardless of how much electricity you consume so clearly youd only use an ionity touch to pay charger and pay 69p per kwh in an emergency"
2020-12-23,8J8pcx7GUr4,"fullychargedshow thanks fyi what flipped me to go electric was working for a month in bangalore and experiencing severe air pollution by midday my lungs and airways would be raw and sore my eyes streaming 
my next car will definitely be powered by lightning rather than exploding dinosaurs"
